cityTitle,storeTitle,title,activityTimeRange,cacheAmount,terminalEnabled,admin4Name_en,admin4Name_ua,admin4Name_ru,admin4Pcode,admin3Name_en,admin3Name_ua,admin3Name_ru,admin3Pcode,admin2Name_en,admin2Name_ua,admin2Name_ru,admin2Pcode,admin1Name_en,admin1Name_ua,admin1Name_ru,admin1Pcode,duplicated
Київ,"вул. Філатова Академіка, 7","Київ, вул. Філатова Академіка, 7",зачинено,0,False,,,,,,,,,,,,,,,,,True
Київ,"шосе Харківське, 144б","Київ, шосе Харківське, 144б",зачинено,0,False,,,,,,,,,,,,,,,,,True
Київ,"шосе Харківське, 168","Київ, шосе Харківське, 168",зачинено,0,False,,,,,,,,,,,,,,,,,True
Київ,"шосе Харківське, 21","Київ, шосе Харківське, 21",зачинено,0,False,,,,,,,,,,,,,,,,,True
Київ,"бул. Чоколівський, 28/1","Київ, бул. Чоколівський, 28/1",зачинено,0,False,,,,,,,,,,,,,,,,,True
Київ,"вул. Чорнобильська, 3","Київ, вул. Чорнобильська, 3",зачинено,0,False,,,,,,,,,,,,,,,,,True
Київ,"вул. Шептицького, 22","Київ, вул. Шептицького, 22",зачинено,0,False,,,,,,,,,,,,,,,,,True
Київ,"вул. Щербаківського Данила, 56/7","Київ, вул. Щербаківського Данила, 56/7",зачинено,0,False,,,,,,,,,,,,,,,,,True
Київ,"вул. Юри Гната, 20","Київ, вул. Юри Гната, 20",зачинено,0,False,,,,,,,,,,,,,,,,,True
Київ,"вул. Якутська, 8","Київ, вул. Якутська, 8",зачинено,0,False,,,,,,,,,,,,,,,,,True
Київ,"вул. Ярославська, 56а","Київ, вул. Ярославська, 56а",зачинено,0,False,,,,,,,,,,,,,,,,,True
Коростень,"вул. Героїв Чорнобиля, 11","Коростень, вул. Героїв Чорнобиля, 11",09:00 - 17:00,6000,True,,,,,,,,,,,,,,,,,True
Коростишів,"вул. Київська, 66","Коростишів, вул. Київська, 66",09:00 - 18:00,6000,True,Korostyshiv,Коростишів,Коростышев,UA1804025001,Korostyshivska,Коростишівська,Коростышевская,UA1804025,Zhytomyrskyi,Житомирський,Житомирский,UA1804,Zhytomyrska,Житомирська,Житомирская,UA18,False
Костопіль,"вул. Грушевського, 29","Костопіль, вул. Грушевського, 29",08:00 - 20:00,6000,True,Kostopil,Костопіль,Костополь,UA5606035001,Kostopilska,Костопільська,Костопольская,UA5606035,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,False
Краматорськ,"бул. Краматорський, 18","Краматорськ, бул. Краматорський, 18",зачинено,0,False,Kramatorsk,Краматорськ,Краматорск,UA1412009001,Kramatorska,Краматорська,Краматорская,UA1412009,Kramatorskyi,Краматорський,Краматорский,UA1412,Donetska,Донецька,Донецкая,UA14,False
Краматорськ,"вул. Маяковського, 1м","Краматорськ, вул. Маяковського, 1м",зачинено,0,False,Kramatorsk,Краматорськ,Краматорск,UA1412009001,Kramatorska,Краматорська,Краматорская,UA1412009,Kramatorskyi,Краматорський,Краматорский,UA1412,Donetska,Донецька,Донецкая,UA14,False
Кременчук,"вул. Халаменюка, 7","Кременчук, вул. Халаменюка, 7",09:00 - 18:00,6000,True,Kremenchuk,Кременчук,Кременчуг,UA5302011001,Kremenchutska,Кременчуцька,Кременчугская,UA5302011,Kremenchutskyi,Кременчуцький,Кременчугский,UA5302,Poltavska,Полтавська,Полтавская,UA53,False
Кривий Ріг,"бул. Вечірній, 33","Кривий Ріг, бул. Вечірній, 33",зачинено,0,False,,,,,,,,,,,,,,,,,True
Кривий Ріг,"пл. Визволення, 1к","Кривий Ріг, пл. Визволення, 1к",зачинено,0,False,,,,,,,,,,,,,,,,,True
Кривий Ріг,"вул. Героїв АТО, 30а","Кривий Ріг, вул. Героїв АТО, 30а",08:00 - 18:00,6000,True,,,,,,,,,,,,,,,,,True
Кривий Ріг,"вул. Лермонтова, 37","Кривий Ріг, вул. Лермонтова, 37",09:00 - 18:00,6000,True,,,,,,,,,,,,,,,,,True
Кропивницький,"вул. Велика Перспективна, 53","Кропивницький, вул. Велика Перспективна, 53",08:00 - 18:00,6000,True,Kropyvnytskyi,Кропивницький,Кропивницкий,UA3504021001,Kropyvnytskyi,Кропивницька,Кропивницкая,UA3504021,Kropyvnytskyi,Кропивницький,Кропивницкий,UA3504,Kirovohradska,Кіровоградська,Кировоградская,UA35,False
Кропивницький,"вул. Соборна, 22Б","Кропивницький, вул. Соборна, 22Б",09:30 - 18:00,6000,True,Kropyvnytskyi,Кропивницький,Кропивницкий,UA3504021001,Kropyvnytskyi,Кропивницька,Кропивницкая,UA3504021,Kropyvnytskyi,Кропивницький,Кропивницкий,UA3504,Kirovohradska,Кіровоградська,Кировоградская,UA35,False
Лиманка,"вул. Жемчужна, 5","Лиманка, вул. Жемчужна, 5",08:00 - 18:00,6000,True,Lymanka,Лиманка,Лиманка,UA5110029003,Tairovska,Таїровська,Таировская,UA5110029,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Лисичанськ,"просп. Перемоги, 86","Лисичанськ, просп. Перемоги, 86",09:00 - 15:00,0,True,Lysychansk,Лисичанськ,Лисичанск,UA4412005001,Lysychanska,Лисичанська,Лисичанская,UA4412005,Sievierodonetskyi,Сєвєродонецький,Северодонецкий,UA4412,Luhanska,Луганська,Луганская,UA44,False
Лісники,"вул. Ватутіна, 170","Лісники, вул. Ватутіна, 170",зачинено,0,False,,,,,,,,,,,,,,,,,True
Лозова,"мікр. Мікрорайон 5, 1","Лозова, мікр. Мікрорайон 5, 1",08:00 - 17:00,6000,True,,,,,,,,,,,,,,,,,True
Луцьк,"просп. Волі, 1","Луцьк, просп. Волі, 1",зачинено,0,False,Lutsk,Луцьк,Луцк,UA0708017001,Lutska,Луцька,Луцкая,UA0708017,Lutskyi,Луцький,Луцкий,UA0708,Volynska,Волинська,Волынская,UA07,False
Луцьк,"просп. Грушевського, 2","Луцьк, просп. Грушевського, 2",зачинено,0,False,Lutsk,Луцьк,Луцк,UA0708017001,Lutska,Луцька,Луцкая,UA0708017,Lutskyi,Луцький,Луцкий,UA0708,Volynska,Волинська,Волынская,UA07,False
Луцьк,"майд. Київський майдан, 11","Луцьк, майд. Київський майдан, 11",08:00 - 20:00,6000,True,Lutsk,Луцьк,Луцк,UA0708017001,Lutska,Луцька,Луцкая,UA0708017,Lutskyi,Луцький,Луцкий,UA0708,Volynska,Волинська,Волынская,UA07,False
Луцьк,"вул. Кравчука, 23","Луцьк, вул. Кравчука, 23",08:00 - 20:00,6000,True,Lutsk,Луцьк,Луцк,UA0708017001,Lutska,Луцька,Луцкая,UA0708017,Lutskyi,Луцький,Луцкий,UA0708,Volynska,Волинська,Волынская,UA07,False
Луцьк,"вул. Рівненська, 89","Луцьк, вул. Рівненська, 89",зачинено,0,False,Lutsk,Луцьк,Луцк,UA0708017001,Lutska,Луцька,Луцкая,UA0708017,Lutskyi,Луцький,Луцкий,UA0708,Volynska,Волинська,Волынская,UA07,False
Львів,"вул. Виговського, 100","Львів, вул. Виговського, 100",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"вул. Володимира Великого, 26а","Львів, вул. Володимира Великого, 26а",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"вул. Городоцька, 179","Львів, вул. Городоцька, 179",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"вул. Кульпарківська, 226 а","Львів, вул. Кульпарківська, 226 а",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"вул. Кульпарківська, 93а","Львів, вул. Кульпарківська, 93а",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"вул. Мазепи Гетьмана, 11","Львів, вул. Мазепи Гетьмана, 11",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"вул. Мазепи Гетьмана, 1Б","Львів, вул. Мазепи Гетьмана, 1Б",08:30 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"вул. Наукова, 35а","Львів, вул. Наукова, 35а",08:30 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"вул. Пасічна, 164","Львів, вул. Пасічна, 164",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"вул. Під Дубом, 7б","Львів, вул. Під Дубом, 7б",08:30 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"вул. Сахарова академіка, 45","Львів, вул. Сахарова академіка, 45",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"пл. Соборна, 14-15","Львів, пл. Соборна, 14-15",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"вул. Хмельницького Богдана, 214","Львів, вул. Хмельницького Богдана, 214",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"просп. Червоної Калини, 62","Львів, просп. Червоної Калини, 62",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"просп. Чорновола В’ячеслава, 77","Львів, просп. Чорновола В’ячеслава, 77",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"вул. Шевченка, 358а","Львів, вул. Шевченка, 358а",09:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"вул. Шевченка, 60","Львів, вул. Шевченка, 60",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Львів,"вул. Широка, 87","Львів, вул. Широка, 87",08:30 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Малин,"вул. Грушевського Михайла, 43","Малин, вул. Грушевського Михайла, 43",зачинено,0,False,,,,,,,,,,,,,,,,,True
Мелітополь,"просп. 50-річчя Перемоги, 18","Мелітополь, просп. 50-річчя Перемоги, 18",08:00 - 16:30,0,False,Melitopol,Мелітополь,Мелитополь,UA2308007001,Melitopolska,Мелітопольська,Мелитопольская,UA2308007,Melitopolskyi,Мелітопольський,Мелитопольский,UA2308,Zaporizka,Запорізька,Запорожская,UA23,False
Мелітополь,"вул. Інтеркультурна, 79","Мелітополь, вул. Інтеркультурна, 79",09:00 - 15:30,0,True,Melitopol,Мелітополь,Мелитополь,UA2308007001,Melitopolska,Мелітопольська,Мелитопольская,UA2308007,Melitopolskyi,Мелітопольський,Мелитопольский,UA2308,Zaporizka,Запорізька,Запорожская,UA23,False
Мелітополь,"просп. Хмельницького Богдана, 17","Мелітополь, просп. Хмельницького Богдана, 17",09:00 - 16:00,0,False,Melitopol,Мелітополь,Мелитополь,UA2308007001,Melitopolska,Мелітопольська,Мелитопольская,UA2308007,Melitopolskyi,Мелітопольський,Мелитопольский,UA2308,Zaporizka,Запорізька,Запорожская,UA23,False
Миколаїв,"просп. Центральний, 259/1","Миколаїв, просп. Центральний, 259/1",09:00 - 17:00,6000,True,,,,,,,,,,,,,,,,,True
Миколаїв,"просп. Центральний, 98","Миколаїв, просп. Центральний, 98",зачинено,0,False,,,,,,,,,,,,,,,,,True
Миколаїв,"вул. Чкалова, 82","Миколаїв, вул. Чкалова, 82",зачинено,0,False,,,,,,,,,,,,,,,,,True
Миргород,"вул. Гоголя Миколи, 98/6","Миргород, вул. Гоголя Миколи, 98/6",08:00 - 17:00,6000,True,Myrhorod,Миргород,Миргород,UA5306023001,Myrhorodska,Миргородська,Миргородская,UA5306023,Myrhorodskyi,Миргородський,Миргородский,UA5306,Poltavska,Полтавська,Полтавская,UA53,False
Мукачево,"вул. Федорова Івана, 6","Мукачево, вул. Федорова Івана, 6",зачинено,0,False,Mukachevo,Мукачево,Мукачево,UA2104015001,Mukachivska,Мукачівська,Мукачевская,UA2104015,Mukachivskyi,Мукачівський,Мукачевский,UA2104,Zakarpatska,Закарпатська,Закарпатская,UA21,False
Нетішин,"вул. Лісова, 1Б","Нетішин, вул. Лісова, 1Б",зачинено,0,False,Netishyn,Нетішин,Нетешин,UA6806017001,Netishynska,Нетішинська,Нетешинская,UA6806017,Shepetivskyi,Шепетівський,Шепетовский,UA6806,Khmelnytska,Хмельницька,Хмельницкая,UA68,False
Ніжин,"вул. Незалежності, 36/1","Ніжин, вул. Незалежності, 36/1",09:00 - 16:00,6000,True,Nizhyn,Ніжин,Нежин,UA7404025001,Nizhynska,Ніжинська,Нежинская,UA7404025,Nizhynskyi,Ніжинський,Нежинский,UA7404,Chernihivska,Чернігівська,Черниговская,UA74,False
Новий Розділ,"вул. Шевченка, 30А","Новий Розділ, вул. Шевченка, 30А",08:00 - 20:00,6000,True,Novyi Rozdil,Новий Розділ,Новый Роздол,UA4610015001,Novorozdilska,Новороздільська,Новороздольская,UA4610015,Stryiskyi,Стрийський,Стрыйский,UA4610,Lvivska,Львівська,Львовская,UA46,False
Обухів,"вул. Київська, 107","Обухів, вул. Київська, 107",зачинено,0,False,,,,,,,,,,,,,,,,,True
Овідіополь,"вул. Шевченка, 228","Овідіополь, вул. Шевченка, 228",08:00 - 18:00,6000,True,Ovidiopol,Овідіополь,Овидиополь,UA5110025001,Ovidiopolska,Овідіопольська,Овидиопольская,UA5110025,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Бочарова, 13а","Одеса, вул. Бочарова, 13а",08:00 - 19:30,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Бочарова, 44","Одеса, вул. Бочарова, 44",08:00 - 19:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Вільямса Академіка, 75","Одеса, вул. Вільямса Академіка, 75",08:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Генуезька, 24б","Одеса, вул. Генуезька, 24б",зачинено,0,False,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Генуезька, 5","Одеса, вул. Генуезька, 5",зачинено,0,False,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Героїв Крут, 17/1","Одеса, вул. Героїв Крут, 17/1",08:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Героїв Оборони Одеси, 98б","Одеса, вул. Героїв Оборони Одеси, 98б",08:00 - 18:30,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Довженка Олександра, 4","Одеса, вул. Довженка Олександра, 4",09:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Єврейська, 50/1","Одеса, вул. Єврейська, 50/1",09:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Катерининська, 27/1","Одеса, вул. Катерининська, 27/1",08:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Корольова, 44","Одеса, вул. Корольова, 44",08:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Кримська, 71","Одеса, вул. Кримська, 71",08:00 - 19:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"дорога Люстдорфська, 54","Одеса, дорога Люстдорфська, 54",08:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Малиновського, 33","Одеса, вул. Малиновського, 33",08:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"просп. Небесної Сотні, 14","Одеса, просп. Небесної Сотні, 14",08:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"просп. Небесної Сотні, 2","Одеса, просп. Небесної Сотні, 2",09:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"просп. Небесної Сотні, 5а","Одеса, просп. Небесної Сотні, 5а",зачинено,0,False,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Новощепний Ряд, 2","Одеса, вул. Новощепний Ряд, 2",08:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"дорога Овідіопільська, 1","Одеса, дорога Овідіопільська, 1",09:00 - 18:00,0,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Палія Семена, 125 Б","Одеса, вул. Палія Семена, 125 Б",08:00 - 18:30,0,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Палія Семена, 72","Одеса, вул. Палія Семена, 72",08:00 - 18:30,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Палія Семена, 93а","Одеса, вул. Палія Семена, 93а",08:00 - 18:30,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Петрова Генерала, 51","Одеса, вул. Петрова Генерала, 51",07:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"пров. Семафорний, 4","Одеса, пров. Семафорний, 4",зачинено,0,False,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Філатова Академіка, 1","Одеса, вул. Філатова Академіка, 1",08:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Фонтанська дорога, 39","Одеса, вул. Фонтанська дорога, 39",09:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Фонтанська дорога, 58","Одеса, вул. Фонтанська дорога, 58",зачинено,0,False,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"бул. Французький, 16","Одеса, бул. Французький, 16",09:00 - 19:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Одеса,"вул. Черняховського, 1","Одеса, вул. Черняховського, 1",08:00 - 18:00,6000,True,Odesa,Одеса,Одесса,UA5110027001,Odeska,Одеська,Одесская,UA5110027,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Остер,"вул. Хмельницького Богдана, 54","Остер, вул. Хмельницького Богдана, 54",зачинено,0,False,,,,,,,,,,,,,,,,,True
Павлоград,"вул. Горького, 166","Павлоград, вул. Горького, 166",зачинено,0,False,,,,,,,,,,,,,,,,,True
Полтава,"вул. Європейська, 185","Полтава, вул. Європейська, 185",08:30 - 19:00,6000,True,,,,,,,,,,,,,,,,,True
Полтава,"вул. Європейська, 60А","Полтава, вул. Європейська, 60А",08:00 - 19:00,6000,True,,,,,,,,,,,,,,,,,True
Полтава,"вул. Зіньківська, 6/1а","Полтава, вул. Зіньківська, 6/1а",08:00 - 19:00,6000,True,,,,,,,,,,,,,,,,,True
Полтава,"вул. Мазепи Івана, 45/4","Полтава, вул. Мазепи Івана, 45/4",08:00 - 19:00,6000,True,,,,,,,,,,,,,,,,,True
Полтава,"просп. Миру, 30а","Полтава, просп. Миру, 30а",08:00 - 19:00,6000,True,,,,,,,,,,,,,,,,,True
Прилуки,"вул. Київська, 138","Прилуки, вул. Київська, 138",08:00 - 17:00,6000,True,,,,,,,,,,,,,,,,,True
Радомишль,"вул. Велика Житомирська, 1/2","Радомишль, вул. Велика Житомирська, 1/2",09:00 - 17:00,6000,True,,,,,,,,,,,,,,,,,True
Рівне,"вул. Гагаріна, 16","Рівне, вул. Гагаріна, 16",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Рівне,"вул. Київська, 69","Рівне, вул. Київська, 69",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Рівне,"вул. Короленка, 1","Рівне, вул. Короленка, 1",08:00 - 20:00,6000,True,,,,,,,,,,,,,,,,,True
Самбір,"вул. Валова, 24/1","Самбір, вул. Валова, 24/1",08:00 - 20:00,6000,True,Sambir,Самбір,Самбор,UA4608013001,Sambirska,Самбірська,Самборская,UA4608013,Sambirskyi,Самбірський,Самборский,UA4608,Lvivska,Львівська,Львовская,UA46,False
Славутич,"пл. Привокзальна, 5","Славутич, пл. Привокзальна, 5",зачинено,0,False,Slavutych,Славутич,Славутич,UA3210013001,Slavutytska,Славутицька,Славутичская,UA3210013,Vyshhorodskyi,Вишгородський,Вышгородский,UA3210,Kyivska,Київська,Киевская,UA32,False
Сміла,"вул. Незалежності, 67А","Сміла, вул. Незалежності, 67А",08:00 - 19:00,6000,True,,,,,,,,,,,,,,,,,True
Софіївська Борщагівка,"вул. Київська, 36","Софіївська Борщагівка, вул. Київська, 36",зачинено,0,True,Sofiivska Borshchahivka,Софіївська Борщагівка,Софиевская Борщаговка,UA3208005002,Borshchahivska,Борщагівська,Борщаговская,UA3208005,Buchanskyi,Бучанський,Бучанский,UA3208,Kyivska,Київська,Киевская,UA32,False
Софіївська Борщагівка,"вул. Соборна, 140а","Софіївська Борщагівка, вул. Соборна, 140а",зачинено,0,False,Sofiivska Borshchahivka,Софіївська Борщагівка,Софиевская Борщаговка,UA3208005002,Borshchahivska,Борщагівська,Борщаговская,UA3208005,Buchanskyi,Бучанський,Бучанский,UA3208,Kyivska,Київська,Киевская,UA32,False
Старі Петрівці,"вул. Святослава Князя, 167а","Старі Петрівці, вул. Святослава Князя, 167а",зачинено,0,False,Stari Petrivtsi,Старі Петрівці,Старые Петровцы,UA3210007004,Petrivska,Петрівська,Петровская,UA3210007,Vyshhorodskyi,Вишгородський,Вышгородский,UA3210,Kyivska,Київська,Киевская,UA32,False
Стрий,"вул. Хмельницького Богдана, 16","Стрий, вул. Хмельницького Богдана, 16",08:00 - 20:00,6000,True,Stryi,Стрий,Стрый,UA4610023001,Stryiska,Стрийська,Стрыйская,UA4610023,Stryiskyi,Стрийський,Стрыйский,UA4610,Lvivska,Львівська,Львовская,UA46,False
Суми,"вул. Харківська, 2/2","Суми, вул. Харківська, 2/2",09:00 - 14:00,0,True,Sumy,Суми,Сумы,UA5908027001,Sumska,Сумська,Сумская,UA5908027,Sumskyi,Сумський,Сумский,UA5908,Sumska,Сумська,Сумская,UA59,False
Теплодар,"вул. Піонерська, 1","Теплодар, вул. Піонерська, 1",08:00 - 18:00,6000,True,Teplodar,Теплодар,Теплодар,UA5110031001,Teplodarska,Теплодарська,Теплодарская,UA5110031,Odeskyi,Одеський,Одесский,UA5110,Odeska,Одеська,Одесская,UA51,False
Тернопіль,"вул. 15 Квітня, 5а","Тернопіль, вул. 15 Квітня, 5а",08:00 - 20:00,6000,True,Ternopil,Тернопіль,Тернополь,UA6104049001,Ternopilska,Тернопільська,Тернопольская,UA6104049,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,False
Тернопіль,"вул. Живова, 15а","Тернопіль, вул. Живова, 15а",08:00 - 20:00,6000,True,Ternopil,Тернопіль,Тернополь,UA6104049001,Ternopilska,Тернопільська,Тернопольская,UA6104049,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,False
Тернопіль,"вул. Кривоноса Максима, 2б","Тернопіль, вул. Кривоноса Максима, 2б",зачинено,0,False,Ternopil,Тернопіль,Тернополь,UA6104049001,Ternopilska,Тернопільська,Тернопольская,UA6104049,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,False
Тернопіль,"бул. Петлюри, 2б","Тернопіль, бул. Петлюри, 2б",08:00 - 20:00,6000,True,Ternopil,Тернопіль,Тернополь,UA6104049001,Ternopilska,Тернопільська,Тернопольская,UA6104049,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,False
Тернопіль,"вул. Текстильна, 28ч","Тернопіль, вул. Текстильна, 28ч",08:00 - 20:00,6000,True,Ternopil,Тернопіль,Тернополь,UA6104049001,Ternopilska,Тернопільська,Тернопольская,UA6104049,Ternopilskyi,Тернопільський,Тернопольский,UA6104,Ternopilska,Тернопільська,Тернопольская,UA61,False
Трускавець,"вул. Суховоля, 54А","Трускавець, вул. Суховоля, 54А",08:00 - 20:00,6000,True,Truskavets,Трускавець,Трускавец,UA4602009001,Truskavetska,Трускавецька,Трускавецкая,UA4602009,Drohobytskyi,Дрогобицький,Дрогобычский,UA4602,Lvivska,Львівська,Львовская,UA46,False
Ужгород,"вул. Минайська, 16","Ужгород, вул. Минайська, 16",зачинено,0,False,Uzhhorod,Ужгород,Ужгород,UA2110023001,Uzhhorodska,Ужгородська,Ужгородская,UA2110023,Uzhhorodskyi,Ужгородський,Ужгородский,UA2110,Zakarpatska,Закарпатська,Закарпатская,UA21,False
