cityTitle,storeTitle,title,activityTimeRange,cacheAmount,terminalEnabled,city_UKR,city_ENG,admin2Name_ua,admin2Pcode,admin1Name_en,admin1Name_ua,admin1Pcode
Київ,"вул. Стальського Сулеймана, 22/10","Київ, вул. Стальського Сулеймана, 22/10",09:00 - 18:00,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"шосе Столичне, 103","Київ, шосе Столичне, 103",09:00 - 17:00,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"просп. Тичини Павла, 1в","Київ, просп. Тичини Павла, 1в",08:00 - 18:00,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"вул. Філатова Академіка, 7","Київ, вул. Філатова Академіка, 7",09:00 - 18:30,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"шосе Харківське, 144б","Київ, шосе Харківське, 144б",08:00 - 18:00,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"шосе Харківське, 168","Київ, шосе Харківське, 168",08:30 - 18:00,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"шосе Харківське, 21","Київ, шосе Харківське, 21",08:30 - 18:00,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"бул. Чоколівський, 28/1","Київ, бул. Чоколівський, 28/1",09:00 - 17:00,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"бул. Чоколівський, 6","Київ, бул. Чоколівський, 6",09:00 - 18:00,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"вул. Чорнобильська, 3","Київ, вул. Чорнобильська, 3",09:00 - 17:00,0,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"вул. Шептицького, 22","Київ, вул. Шептицького, 22",09:00 - 18:00,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"вул. Шептицького, 4","Київ, вул. Шептицького, 4",09:00 - 18:00,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"вул. Щербаківського Данила, 56/7","Київ, вул. Щербаківського Данила, 56/7",09:00 - 18:00,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"вул. Юри Гната, 20","Київ, вул. Юри Гната, 20",09:00 - 18:00,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"вул. Якутська, 8","Київ, вул. Якутська, 8",08:00 - 18:00,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Київ,"вул. Ярославська, 56а","Київ, вул. Ярославська, 56а",08:00 - 18:00,6000,True,Київ,Kyiv,Київська,UA8000,Kyivska,Київська,UA80
Коростень,"вул. Героїв Чорнобиля, 11","Коростень, вул. Героїв Чорнобиля, 11",09:00 - 17:00,6000,True,Коростень,Korosten,Коростенський,UA1806,Zhytomyrska,Житомирська,UA18
Коростишів,"вул. Київська, 66","Коростишів, вул. Київська, 66",09:00 - 18:00,6000,True,Коростишів,Korostyshiv,,,,,
Костопіль,"вул. Грушевського, 29","Костопіль, вул. Грушевського, 29",08:00 - 20:00,6000,True,Костопіль,Kostopil,,,,,
Краматорськ,"бул. Краматорський, 18","Краматорськ, бул. Краматорський, 18",09:00 - 16:00,6000,True,Краматорськ,Kramatorsk,Краматорський,UA1412,Donetska,Донецька,UA14
Краматорськ,"вул. Маяковського, 1м","Краматорськ, вул. Маяковського, 1м",09:00 - 16:00,6000,True,Краматорськ,Kramatorsk,Краматорський,UA1412,Donetska,Донецька,UA14
Кременчук,"вул. Халаменюка, 7","Кременчук, вул. Халаменюка, 7",08:00 - 18:00,6000,True,Кременчук,Kremenchuk,Кременчуцький,UA5302,Poltavska,Полтавська,UA53
Кривий Ріг,"бул. Вечірній, 33","Кривий Ріг, бул. Вечірній, 33",08:00 - 18:00,6000,True,Кривий Ріг,Kryvyi Rih,,,,,
Кривий Ріг,"пл. Визволення, 1к","Кривий Ріг, пл. Визволення, 1к",08:00 - 18:00,6000,True,Кривий Ріг,Kryvyi Rih,,,,,
Кривий Ріг,"вул. Героїв АТО, 30а","Кривий Ріг, вул. Героїв АТО, 30а",08:00 - 18:00,6000,True,Кривий Ріг,Kryvyi Rih,,,,,
Кривий Ріг,"вул. Лермонтова, 37","Кривий Ріг, вул. Лермонтова, 37",08:00 - 18:00,6000,True,Кривий Ріг,Kryvyi Rih,,,,,
Кропивницький,"вул. Велика Перспективна, 53","Кропивницький, вул. Велика Перспективна, 53",08:00 - 18:00,6000,True,Кропивницький,Kropyvnytskyi,Кропивницький,UA3504,Kirovohradska,Кіровоградська,UA35
Кропивницький,"вул. Соборна, 22Б","Кропивницький, вул. Соборна, 22Б",08:00 - 18:00,6000,True,Кропивницький,Kropyvnytskyi,Кропивницький,UA3504,Kirovohradska,Кіровоградська,UA35
Лиманка,"вул. Жемчужна, 5","Лиманка, вул. Жемчужна, 5",08:00 - 18:00,6000,True,Лиманка,Lymanka,,,,,
Лисичанськ,"просп. Перемоги, 86","Лисичанськ, просп. Перемоги, 86",зачинено,0,False,Лисичанськ,Lysychansk,,,,,
Лісники,"вул. Ватутіна, 170","Лісники, вул. Ватутіна, 170",09:00 - 17:00,6000,True,Лісники,Lisnyaky,,,,,
Лозова,"мікр. Мікрорайон 5, 1","Лозова, мікр. Мікрорайон 5, 1",08:00 - 17:00,6000,True,Лозова,Lozova,,,,,
Луцьк,"просп. Волі, 1","Луцьк, просп. Волі, 1",08:00 - 20:00,6000,True,Луцьк,Lutsk,Луцький,UA0708,Volynska,Волинська,UA07
Луцьк,"просп. Грушевського, 2","Луцьк, просп. Грушевського, 2",08:00 - 20:00,6000,True,Луцьк,Lutsk,Луцький,UA0708,Volynska,Волинська,UA07
Луцьк,"майд. Київський майдан, 11","Луцьк, майд. Київський майдан, 11",08:00 - 20:00,6000,True,Луцьк,Lutsk,Луцький,UA0708,Volynska,Волинська,UA07
Луцьк,"вул. Кравчука, 23","Луцьк, вул. Кравчука, 23",08:00 - 20:00,6000,True,Луцьк,Lutsk,Луцький,UA0708,Volynska,Волинська,UA07
Луцьк,"вул. Рівненська, 89","Луцьк, вул. Рівненська, 89",08:00 - 20:00,6000,True,Луцьк,Lutsk,Луцький,UA0708,Volynska,Волинська,UA07
Львів,"вул. Виговського, 100","Львів, вул. Виговського, 100",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"вул. Володимира Великого, 26а","Львів, вул. Володимира Великого, 26а",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"вул. Городоцька, 179","Львів, вул. Городоцька, 179",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"вул. Кульпарківська, 226 а","Львів, вул. Кульпарківська, 226 а",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"вул. Кульпарківська, 93а","Львів, вул. Кульпарківська, 93а",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"вул. Мазепи Гетьмана, 11","Львів, вул. Мазепи Гетьмана, 11",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"вул. Мазепи Гетьмана, 1Б","Львів, вул. Мазепи Гетьмана, 1Б",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"вул. Наукова, 35а","Львів, вул. Наукова, 35а",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"вул. Пасічна, 164","Львів, вул. Пасічна, 164",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"вул. Під Дубом, 7б","Львів, вул. Під Дубом, 7б",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"вул. Сахарова академіка, 45","Львів, вул. Сахарова академіка, 45",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"пл. Соборна, 14-15","Львів, пл. Соборна, 14-15",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"вул. Хмельницького Богдана, 214","Львів, вул. Хмельницького Богдана, 214",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"просп. Червоної Калини, 62","Львів, просп. Червоної Калини, 62",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"просп. Чорновола В’ячеслава, 77","Львів, просп. Чорновола В’ячеслава, 77",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"вул. Шевченка, 358а","Львів, вул. Шевченка, 358а",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"вул. Шевченка, 60","Львів, вул. Шевченка, 60",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Львів,"вул. Широка, 87","Львів, вул. Широка, 87",08:00 - 20:00,6000,True,Львів,Lviv,Львівський,UA4606,Lvivska,Львівська,UA46
Малин,"вул. Грушевського Михайла, 43","Малин, вул. Грушевського Михайла, 43",08:00 - 17:00,6000,True,Малин,Malyn,,,,,
Мелітополь,"просп. 50-річчя Перемоги, 18","Мелітополь, просп. 50-річчя Перемоги, 18",08:00 - 17:00,0,False,Мелітополь,Melitopol,Мелітопольський,UA2308,Zaporizka,Запорізька,UA23
Мелітополь,"вул. Інтеркультурна, 79","Мелітополь, вул. Інтеркультурна, 79",09:00 - 15:30,0,True,Мелітополь,Melitopol,Мелітопольський,UA2308,Zaporizka,Запорізька,UA23
Мелітополь,"просп. Хмельницького Богдана, 17","Мелітополь, просп. Хмельницького Богдана, 17",09:00 - 16:00,0,False,Мелітополь,Melitopol,Мелітопольський,UA2308,Zaporizka,Запорізька,UA23
Миколаїв,"просп. Центральний, 259/1","Миколаїв, просп. Центральний, 259/1",09:00 - 17:00,6000,True,Миколаїв,Mykolaiv,Миколаївський,UA4806,Mykolaivska,Миколаївська,UA48
Миколаїв,"просп. Центральний, 98","Миколаїв, просп. Центральний, 98",08:00 - 16:00,6000,True,Миколаїв,Mykolaiv,Миколаївський,UA4806,Mykolaivska,Миколаївська,UA48
Миколаїв,"вул. Чкалова, 82","Миколаїв, вул. Чкалова, 82",08:00 - 16:00,6000,True,Миколаїв,Mykolaiv,Миколаївський,UA4806,Mykolaivska,Миколаївська,UA48
Миргород,"вул. Гоголя Миколи, 98/6","Миргород, вул. Гоголя Миколи, 98/6",08:00 - 17:00,6000,True,Миргород,Myrhorod (Mirgorod),Миргородський,UA5306,Poltavska,Полтавська,UA53
Мукачево,"вул. Федорова Івана, 6","Мукачево, вул. Федорова Івана, 6",08:00 - 20:00,6000,True,Мукачево,Mukachevo,,,,,
Нетішин,"вул. Лісова, 1Б","Нетішин, вул. Лісова, 1Б",08:00 - 20:00,6000,True,Нетішин,Netishyn,,,,,
Ніжин,"вул. Незалежності, 36/1","Ніжин, вул. Незалежності, 36/1",11:00 - 16:00,6000,True,Ніжин,Nizhyn,,,,,
Новий Розділ,"вул. Шевченка, 30А","Новий Розділ, вул. Шевченка, 30А",08:00 - 20:00,6000,True,Новий Розділ,Novyi Rozdil ,,,,,
Обухів,"вул. Київська, 107","Обухів, вул. Київська, 107",08:00 - 18:00,6000,True,Обухів,Obukhiv,Обухівський,UA3212,Kyivska,Київська,UA32
Овідіополь,"вул. Шевченка, 228","Овідіополь, вул. Шевченка, 228",08:00 - 18:00,6000,True,Овідіополь,Ovidiopol,,,,,
Одеса,"вул. Бочарова, 13а","Одеса, вул. Бочарова, 13а",08:00 - 18:30,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Бочарова, 44","Одеса, вул. Бочарова, 44",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Вільямса Академіка, 75","Одеса, вул. Вільямса Академіка, 75",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Генуезька, 24б","Одеса, вул. Генуезька, 24б",09:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Генуезька, 5","Одеса, вул. Генуезька, 5",09:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Героїв Крут, 17/1","Одеса, вул. Героїв Крут, 17/1",09:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Героїв Оборони Одеси, 98б","Одеса, вул. Героїв Оборони Одеси, 98б",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Довженка Олександра, 4","Одеса, вул. Довженка Олександра, 4",09:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Єврейська, 50/1","Одеса, вул. Єврейська, 50/1",09:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Катерининська, 27/1","Одеса, вул. Катерининська, 27/1",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Корольова, 44","Одеса, вул. Корольова, 44",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Кримська, 71","Одеса, вул. Кримська, 71",08:00 - 19:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"дорога Люстдорфська, 54","Одеса, дорога Люстдорфська, 54",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Малиновського, 33","Одеса, вул. Малиновського, 33",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"просп. Небесної Сотні, 14","Одеса, просп. Небесної Сотні, 14",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"просп. Небесної Сотні, 2","Одеса, просп. Небесної Сотні, 2",09:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"просп. Небесної Сотні, 5а","Одеса, просп. Небесної Сотні, 5а",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Новощепний Ряд, 2","Одеса, вул. Новощепний Ряд, 2",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"дорога Овідіопільська, 1","Одеса, дорога Овідіопільська, 1",09:00 - 18:00,0,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Палія Семена, 125 Б","Одеса, вул. Палія Семена, 125 Б",08:00 - 18:30,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Палія Семена, 72","Одеса, вул. Палія Семена, 72",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Палія Семена, 93а","Одеса, вул. Палія Семена, 93а",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Петрова Генерала, 51","Одеса, вул. Петрова Генерала, 51",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"пров. Семафорний, 4","Одеса, пров. Семафорний, 4",09:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Філатова Академіка, 1","Одеса, вул. Філатова Академіка, 1",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Фонтанська дорога, 39","Одеса, вул. Фонтанська дорога, 39",09:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Фонтанська дорога, 58","Одеса, вул. Фонтанська дорога, 58",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"бул. Французький, 16","Одеса, бул. Французький, 16",09:00 - 19:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Одеса,"вул. Черняховського, 1","Одеса, вул. Черняховського, 1",08:00 - 18:00,6000,True,Одеса,Odesa,Одеський,UA5110,Odeska,Одеська,UA51
Остер,"вул. Хмельницького Богдана, 54","Остер, вул. Хмельницького Богдана, 54",08:00 - 13:00,0,False,Остер,Oster,,,,,
Павлоград,"вул. Горького, 166","Павлоград, вул. Горького, 166",08:00 - 19:00,6000,True,Павлоград,Pavlohrad,Павлоградський,UA1212,Dnipropetrovska,Дніпропетровська,UA12
Полтава,"вул. Європейська, 185","Полтава, вул. Європейська, 185",08:00 - 19:00,6000,True,Полтава,Poltava,Полтавський,UA5308,Poltavska,Полтавська,UA53
Полтава,"вул. Європейська, 60А","Полтава, вул. Європейська, 60А",08:00 - 19:00,6000,True,Полтава,Poltava,Полтавський,UA5308,Poltavska,Полтавська,UA53
Полтава,"вул. Зіньківська, 6/1а","Полтава, вул. Зіньківська, 6/1а",08:00 - 19:00,6000,True,Полтава,Poltava,Полтавський,UA5308,Poltavska,Полтавська,UA53
Полтава,"вул. Мазепи Івана, 45/4","Полтава, вул. Мазепи Івана, 45/4",08:00 - 19:00,6000,True,Полтава,Poltava,Полтавський,UA5308,Poltavska,Полтавська,UA53
Полтава,"просп. Миру, 30а","Полтава, просп. Миру, 30а",08:00 - 19:00,6000,True,Полтава,Poltava,Полтавський,UA5308,Poltavska,Полтавська,UA53
Прилуки,"вул. Київська, 138","Прилуки, вул. Київська, 138",08:00 - 17:00,6000,True,Прилуки,Pryluky,Прилуцький,UA7408,Chernihivska,Чернігівська,UA74
Радомишль,"вул. Велика Житомирська, 1/2","Радомишль, вул. Велика Житомирська, 1/2",09:00 - 17:00,6000,True,Радомишль,Radomyshl,,,,,
Рівне,"вул. Гагаріна, 16","Рівне, вул. Гагаріна, 16",08:00 - 20:00,6000,True,Рівне,Rivne,Рівненський,UA5606,Rivnenska,Рівненська,UA56
Рівне,"вул. Київська, 69","Рівне, вул. Київська, 69",08:00 - 20:00,6000,True,Рівне,Rivne,Рівненський,UA5606,Rivnenska,Рівненська,UA56
Рівне,"вул. Короленка, 1","Рівне, вул. Короленка, 1",08:00 - 20:00,6000,True,Рівне,Rivne,Рівненський,UA5606,Rivnenska,Рівненська,UA56
Самбір,"вул. Валова, 24/1","Самбір, вул. Валова, 24/1",08:00 - 20:00,6000,True,Самбір,Sambir,Самбірський,UA4608,Lvivska,Львівська,UA46
Славутич,"пл. Привокзальна, 5","Славутич, пл. Привокзальна, 5",08:00 - 17:00,0,False,Славутич,Slavutich,,,,,
Сміла,"вул. Незалежності, 67А","Сміла, вул. Незалежності, 67А",08:00 - 19:00,6000,True,Сміла,Smila,,,,,
Софіївська Борщагівка,"просп. Героїв Небесної Сотні, 24/83","Софіївська Борщагівка, просп. Героїв Небесної Сотні, 24/83",09:00 - 18:00,6000,True,Софіївська Борщагівка,Sofiyivska Borshchahivka,,,,,
Софіївська Борщагівка,"вул. Київська, 1/102","Софіївська Борщагівка, вул. Київська, 1/102",09:00 - 15:00,6000,True,Софіївська Борщагівка,Sofiyivska Borshchahivka,,,,,
Софіївська Борщагівка,"вул. Київська, 36","Софіївська Борщагівка, вул. Київська, 36",09:00 - 17:00,6000,True,Софіївська Борщагівка,Sofiyivska Borshchahivka,,,,,
Софіївська Борщагівка,"вул. Соборна, 140а","Софіївська Борщагівка, вул. Соборна, 140а",09:00 - 18:00,6000,True,Софіївська Борщагівка,Sofiyivska Borshchahivka,,,,,
Старі Петрівці,"вул. Святослава Князя, 167а","Старі Петрівці, вул. Святослава Князя, 167а",09:00 - 15:00,6000,True,Старі Петрівці,Stari Petrivtsi,,,,,
Стрий,"вул. Хмельницького Богдана, 16","Стрий, вул. Хмельницького Богдана, 16",08:00 - 20:00,6000,True,Стрий,Stryi,,,,,
Суми,"просп. Лушпи Михайла, 4/1","Суми, просп. Лушпи Михайла, 4/1",09:00 - 14:00,0,True,Суми,Sumy,,,,Сумська,UA59
Суми,"вул. Харківська, 2/2","Суми, вул. Харківська, 2/2",09:00 - 14:00,0,True,Суми,Sumy,,,,Сумська,UA59
Теплодар,"вул. Піонерська, 1","Теплодар, вул. Піонерська, 1",08:00 - 18:00,6000,True,Теплодар,Teplodar,,,,,
Тернопіль,"вул. 15 Квітня, 5а","Тернопіль, вул. 15 Квітня, 5а",08:00 - 20:00,6000,True,Тернопіль,Ternopil ,,,,,
Тернопіль,"вул. Живова, 15а","Тернопіль, вул. Живова, 15а",08:00 - 20:00,6000,True,Тернопіль,Ternopil ,,,,,
Тернопіль,"вул. Кривоноса Максима, 2б","Тернопіль, вул. Кривоноса Максима, 2б",08:00 - 20:00,6000,True,Тернопіль,Ternopil ,,,,,
Тернопіль,"бул. Петлюри, 2б","Тернопіль, бул. Петлюри, 2б",08:00 - 20:00,6000,True,Тернопіль,Ternopil ,,,,,
Тернопіль,"вул. Текстильна, 28ч","Тернопіль, вул. Текстильна, 28ч",08:00 - 20:00,6000,True,Тернопіль,Ternopil ,,,,,
Трускавець,"вул. Суховоля, 54А","Трускавець, вул. Суховоля, 54А",08:00 - 20:00,6000,True,Трускавець,Truskavets,,,,,
Ужгород,"вул. Минайська, 16","Ужгород, вул. Минайська, 16",08:00 - 20:00,6000,True,Ужгород,Uzhhorod,,,,,
Ужгород,"вул. Свободи Генерала, 9б","Ужгород, вул. Свободи Генерала, 9б",08:00 - 20:00,6000,True,Ужгород,Uzhhorod,,,,,
Ужгород,"вул. Швабська, 3","Ужгород, вул. Швабська, 3",08:00 - 20:00,6000,True,Ужгород,Uzhhorod,,,,,
Умань,"вул. Велика Фонтанна, 31А","Умань, вул. Велика Фонтанна, 31А",09:00 - 18:00,6000,True,Умань,Uman,,,,,
Фастів,"вул. Соборна, 42","Фастів, вул. Соборна, 42",08:30 - 17:00,6000,True,Фастів,Fastiv,,,,,
Фастів,"вул. Ступака Івана, 4","Фастів, вул. Ступака Івана, 4",08:00 - 17:00,6000,True,Фастів,Fastiv,,,,,
Харків,"просп. Гагаріна Юрія, 167/1","Харків, просп. Гагаріна Юрія, 167/1",08:30 - 14:30,0,True,Харків,Kharkiv,Харківський,UA6312,Kharkivska,Харківська,UA63
Харків,"вул. Космічна, 23а","Харків, вул. Космічна, 23а",09:30 - 17:00,6000,True,Харків,Kharkiv,Харківський,UA6312,Kharkivska,Харківська,UA63
Харків,"просп. Московський, 256","Харків, просп. Московський, 256",08:00 - 16:00,6000,True,Харків,Kharkiv,Харківський,UA6312,Kharkivska,Харківська,UA63
Харків,"вул. Павлова Академіка, 44б","Харків, вул. Павлова Академіка, 44б",09:00 - 16:00,6000,True,Харків,Kharkiv,Харківський,UA6312,Kharkivska,Харківська,UA63
Харків,"просп. Тракторобудівників, 108","Харків, просп. Тракторобудівників, 108",08:00 - 15:00,0,True,Харків,Kharkiv,Харківський,UA6312,Kharkivska,Харківська,UA63
Харків,"вул. Яроша Отакара, 18д","Харків, вул. Яроша Отакара, 18д",08:00 - 16:00,0,True,Харків,Kharkiv,Харківський,UA6312,Kharkivska,Харківська,UA63
Херсон,"просп. Будівельників, 27а","Херсон, просп. Будівельників, 27а",09:00 - 15:00,6000,True,Херсон,Kherson,Херсонський,UA6510,Khersonska,Херсонська,UA65
Хмельницький,"вул. Бандери Степана, 2а","Хмельницький, вул. Бандери Степана, 2а",08:00 - 19:00,6000,True,Хмельницький,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Хмельницький,"вул. Кам’янецька, 122","Хмельницький, вул. Кам’янецька, 122",08:00 - 19:00,6000,True,Хмельницький,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Хмельницький,"вул. Свободи, 73","Хмельницький, вул. Свободи, 73",08:00 - 19:00,6000,True,Хмельницький,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Хмельницький,"шосе Старокостянтинівське, 6","Хмельницький, шосе Старокостянтинівське, 6",08:00 - 19:00,6000,True,Хмельницький,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Хмельницький,"вул. Шевченка, 34","Хмельницький, вул. Шевченка, 34",08:00 - 19:00,6000,True,Хмельницький,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Хмільник,"просп. Свободи, 1","Хмільник, просп. Свободи, 1",09:00 - 19:00,6000,True,Хмільник,Khmilnyk ,,,,,
Черкаси,"бул. Шевченка, 207","Черкаси, бул. Шевченка, 207",08:00 - 20:00,6000,True,Черкаси,Cherkasy,,,,,
Черкаси,"бул. Шевченка, 208/1","Черкаси, бул. Шевченка, 208/1",08:00 - 20:00,6000,True,Черкаси,Cherkasy,,,,,
Чернівці,"вул. Героїв Майдану, 71","Чернівці, вул. Героїв Майдану, 71",08:00 - 20:00,6000,True,Чернівці,Chernivtsi,Чернівецький,UA7306,Chernivetska,Чернівецька,UA73
Чернівці,"вул. Головна, 265а","Чернівці, вул. Головна, 265а",08:00 - 20:00,6000,True,Чернівці,Chernivtsi,Чернівецький,UA7306,Chernivetska,Чернівецька,UA73
Чернігів,"вул. 77-ї Гвардійської Дивізії, 1","Чернігів, вул. 77-ї Гвардійської Дивізії, 1",08:00 - 17:30,0,False,Чернігів,Chernihivska,Чернігівський,UA7410,Chernihivska,Чернігівська,UA74
Чернігів,"просп. Миру, 49","Чернігів, просп. Миру, 49",зачинено,0,False,Чернігів,Chernihivska,Чернігівський,UA7410,Chernihivska,Чернігівська,UA74
Чернігів,"вул. Музична, 1","Чернігів, вул. Музична, 1",зачинено,0,False,Чернігів,Chernihivska,Чернігівський,UA7410,Chernihivska,Чернігівська,UA74
Щасливе,"шосе Харківське, 1В","Щасливе, шосе Харківське, 1В",08:00 - 18:00,6000,True,Щасливе,Shchaslyve,,,,,
Южне,"просп. Григор’ївського Десанту, 3","Южне, просп. Григор’ївського Десанту, 3",08:00 - 18:00,6000,True,Южне,Yuzhne,,,,,
Южноукраїнськ,"просп. Незалежності, 35","Южноукраїнськ, просп. Незалежності, 35",08:00 - 19:00,0,True,Южноукраїнськ,Yuzhnoukrainsk,,,,,
