cityTitle,storeTitle,title,activityTimeRange,cacheAmount,terminalEnabled
Сєвєродонецьк,"просп. Гвардійський, 46","Сєвєродонецьк, просп. Гвардійський, 46",зачинено,0,False
Сєвєродонецьк,"просп. Космонавтів, 28","Сєвєродонецьк, просп. Космонавтів, 28",зачинено,0,False
Славутич,"пл. Привокзальна, 5","Славутич, пл. Привокзальна, 5",зачинено,0,False
Сміла,"вул. Незалежності, 67А","Сміла, вул. Незалежності, 67А",08:00 - 19:00,6000,True
Софіївська Борщагівка,"просп. Героїв Небесної Сотні, 24/83","Софіївська Борщагівка, просп. Героїв Небесної Сотні, 24/83",зачинено,0,False
Софіївська Борщагівка,"вул. Київська, 1/102","Софіївська Борщагівка, вул. Київська, 1/102",зачинено,0,False
Софіївська Борщагівка,"вул. Київська, 36","Софіївська Борщагівка, вул. Київська, 36",зачинено,0,False
Софіївська Борщагівка,"вул. Соборна, 140а","Софіївська Борщагівка, вул. Соборна, 140а",зачинено,0,False
Старі Петрівці,"вул. Святослава Князя, 167а","Старі Петрівці, вул. Святослава Князя, 167а",зачинено,0,False
Стоянка,"вул. Київська, 10","Стоянка, вул. Київська, 10",зачинено,0,False
Стрий,"вул. Хмельницького Богдана, 16","Стрий, вул. Хмельницького Богдана, 16",08:00 - 20:00,6000,True
Суми,"просп. Лушпи Михайла, 4/1","Суми, просп. Лушпи Михайла, 4/1",зачинено,0,True
Суми,"вул. Харківська, 2/2","Суми, вул. Харківська, 2/2",зачинено,0,True
Теплодар,"вул. Піонерська, 1","Теплодар, вул. Піонерська, 1",08:00 - 18:00,6000,True
Тернопіль,"вул. 15 Квітня, 5а","Тернопіль, вул. 15 Квітня, 5а",зачинено,0,False
Тернопіль,"вул. Живова, 15а","Тернопіль, вул. Живова, 15а",08:00 - 20:00,6000,True
Тернопіль,"вул. Кривоноса Максима, 2б","Тернопіль, вул. Кривоноса Максима, 2б",08:00 - 20:00,6000,True
Тернопіль,"бул. Петлюри, 2б","Тернопіль, бул. Петлюри, 2б",08:00 - 20:00,6000,True
Тернопіль,"вул. Текстильна, 28ч","Тернопіль, вул. Текстильна, 28ч",зачинено,0,False
Трускавець,"вул. Суховоля, 54А","Трускавець, вул. Суховоля, 54А",08:00 - 20:00,6000,True
Ужгород,"вул. Минайська, 16","Ужгород, вул. Минайська, 16",08:00 - 20:00,6000,True
Ужгород,"вул. Свободи Генерала, 9б","Ужгород, вул. Свободи Генерала, 9б",08:00 - 20:00,6000,True
Ужгород,"вул. Швабська, 3","Ужгород, вул. Швабська, 3",08:00 - 20:00,6000,True
Умань,"вул. Велика Фонтанна, 31А","Умань, вул. Велика Фонтанна, 31А",09:00 - 18:00,6000,True
Фастів,"вул. Соборна, 42","Фастів, вул. Соборна, 42",зачинено,6000,True
Фастів,"вул. Ступака Івана, 4","Фастів, вул. Ступака Івана, 4",зачинено,0,False
Харків,"просп. Гагаріна Юрія, 167/1","Харків, просп. Гагаріна Юрія, 167/1",зачинено,0,False
Харків,"вул. Гвардійців-Широнінців, 42","Харків, вул. Гвардійців-Широнінців, 42",зачинено,0,False
Харків,"вул. Героїв Праці, 15","Харків, вул. Героїв Праці, 15",зачинено,0,False
Харків,"вул. Космічна, 23а","Харків, вул. Космічна, 23а",09:30 - 17:00,6000,True
Харків,"вул. Краснодарська, 181а","Харків, вул. Краснодарська, 181а",зачинено,0,False
Харків,"просп. Московський, 206/1","Харків, просп. Московський, 206/1",зачинено,0,False
Харків,"просп. Московський, 256","Харків, просп. Московський, 256",08:00 - 16:00,6000,True
Харків,"вул. Павлова Академіка, 44б","Харків, вул. Павлова Академіка, 44б",09:00 - 16:00,6000,True
Харків,"вул. Пушкінська, 2А","Харків, вул. Пушкінська, 2А",зачинено,0,False
Харків,"вул. Пушкінська, 2А","Харків, вул. Пушкінська, 2А",зачинено,0,False
Харків,"просп. Свободи Людвіга, 30","Харків, просп. Свободи Людвіга, 30",зачинено,0,False
Харків,"просп. Тракторобудівників, 108","Харків, просп. Тракторобудівників, 108",зачинено,0,False
Харків,"просп. Тракторобудівників, 59/56","Харків, просп. Тракторобудівників, 59/56",зачинено,0,False
Харків,"вул. Яроша Отакара, 18д","Харків, вул. Яроша Отакара, 18д",зачинено,0,False
Херсон,"просп. Будівельників, 27а","Херсон, просп. Будівельників, 27а",зачинено,6000,True
Херсон,"вул. Залаегерсег, 18","Херсон, вул. Залаегерсег, 18",зачинено,0,False
Херсон,"просп. Ушакова, 49","Херсон, просп. Ушакова, 49",зачинено,0,False
Хмельницький,"вул. Бандери Степана, 2а","Хмельницький, вул. Бандери Степана, 2а",08:00 - 19:00,6000,True
Хмельницький,"вул. Кам’янецька, 122","Хмельницький, вул. Кам’янецька, 122",08:00 - 19:00,6000,True
Хмельницький,"вул. Свободи, 73","Хмельницький, вул. Свободи, 73",08:00 - 19:00,6000,True
Хмельницький,"шосе Старокостянтинівське, 6","Хмельницький, шосе Старокостянтинівське, 6",08:00 - 19:00,6000,True
Хмельницький,"вул. Шевченка, 34","Хмельницький, вул. Шевченка, 34",зачинено,6000,True
Хмільник,"просп. Свободи, 1","Хмільник, просп. Свободи, 1",09:00 - 19:00,6000,True
Черкаси,"бул. Шевченка, 207","Черкаси, бул. Шевченка, 207",08:00 - 19:00,6000,True
Черкаси,"бул. Шевченка, 208/1","Черкаси, бул. Шевченка, 208/1",08:00 - 19:00,6000,True
Чернівці,"вул. Героїв Майдану, 71","Чернівці, вул. Героїв Майдану, 71",08:00 - 20:00,6000,True
Чернівці,"вул. Головна, 265а","Чернівці, вул. Головна, 265а",08:00 - 20:00,6000,True
Чернігів,"вул. 77-ї Гвардійської Дивізії, 1","Чернігів, вул. 77-ї Гвардійської Дивізії, 1",зачинено,0,False
Чернігів,"вул. Захисників України, 9","Чернігів, вул. Захисників України, 9",зачинено,0,False
Чернігів,"просп. Миру, 49","Чернігів, просп. Миру, 49",зачинено,0,False
Чернігів,"вул. Музична, 1","Чернігів, вул. Музична, 1",зачинено,0,False
Щасливе,"шосе Харківське, 1В","Щасливе, шосе Харківське, 1В",зачинено,6000,True
Южне,"просп. Григор’ївського Десанту, 3","Южне, просп. Григор’ївського Десанту, 3",08:00 - 18:00,6000,True
Южноукраїнськ,"просп. Незалежності, 35","Южноукраїнськ, просп. Незалежності, 35",08:00 - 18:00,0,True
