cityTitleManual,storeTitleManual,titleManual,admin4Name_en,admin4Name_ua,admin4Pcode,admin3Name_en,admin3Name_ua,admin3Pcode,admin2Name_en,admin2Name_ua,admin2Pcode,admin1Name_en,admin1Name_ua,admin1Pcode
Полтава,"вул. Мазепи Івана, 45/4","Полтава, вул. Мазепи Івана, 45/4",Poltava,Полтава,UA5308037001,Poltavska,Полтавська,UA5308037,Poltavskyi,Полтавський,UA5308,Poltavska,Полтавська,UA53
Полтава,"просп. Миру, 30а","Полтава, просп. Миру, 30а",Poltava,Полтава,UA5308037001,Poltavska,Полтавська,UA5308037,Poltavskyi,Полтавський,UA5308,Poltavska,Полтавська,UA53
Прилуки,"вул. Київська, 138","Прилуки, вул. Київська, 138",Pryluky,Прилуки,UA7408013001,Prylutska,Прилуцька,UA7408013,Prylutskyi,Прилуцький,UA7408,Chernihivska,Чернігівська,UA74
Радомишль,"вул. Велика Житомирська, 1/2","Радомишль, вул. Велика Житомирська, 1/2",Radomyshl,Радомишль,UA1804045001,Radomyshlska,Радомишльська,UA1804045,Zhytomyrskyi,Житомирський,UA1804,Zhytomyrska,Житомирська,UA18
Рівне,"вул. Гагаріна, 16","Рівне, вул. Гагаріна, 16",Rivne,Рівне,UA5606047001,Rivnenska,Рівненська,UA5606047,Rivnenskyi,Рівненський,UA5606,Rivnenska,Рівненська,UA56
Рівне,"вул. Київська, 69","Рівне, вул. Київська, 69",Rivne,Рівне,UA5606047001,Rivnenska,Рівненська,UA5606047,Rivnenskyi,Рівненський,UA5606,Rivnenska,Рівненська,UA56
Рівне,"вул. Короленка, 1","Рівне, вул. Короленка, 1",Rivne,Рівне,UA5606047001,Rivnenska,Рівненська,UA5606047,Rivnenskyi,Рівненський,UA5606,Rivnenska,Рівненська,UA56
Сміла,"вул. Незалежності, 67А","Сміла, вул. Незалежності, 67А",Smila,Сміла,UA7108039001,Smilianska,Смілянська,UA7108039,Cherkaskyi,Черкаський,UA7108,Cherkaska,Черкаська,UA71
Софіївська Борщагівка,"вул. Київська, 36","Софіївська Борщагівка, вул. Київська, 36",Sofiivska Borshchahivka,Софіївська Борщагівка,UA3208005002,Borshchahivska,Борщагівська,UA3208005,Buchanskyi,Бучанський,UA3208,Kyivska,Київська,UA32
Софіївська Борщагівка,"вул. Соборна, 140а","Софіївська Борщагівка, вул. Соборна, 140а",Sofiivska Borshchahivka,Софіївська Борщагівка,UA3208005002,Borshchahivska,Борщагівська,UA3208005,Buchanskyi,Бучанський,UA3208,Kyivska,Київська,UA32
Хмельницький,"вул. Бандери Степана, 2а","Хмельницький, вул. Бандери Степана, 2а",Khmelnytskyi,Хмельницький,UA6804047001,Khmelnytska,Хмельницька,UA6804047,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Хмельницький,"вул. Кам’янецька, 122","Хмельницький, вул. Кам’янецька, 122",Khmelnytskyi,Хмельницький,UA6804047001,Khmelnytska,Хмельницька,UA6804047,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Хмельницький,"вул. Свободи, 73","Хмельницький, вул. Свободи, 73",Khmelnytskyi,Хмельницький,UA6804047001,Khmelnytska,Хмельницька,UA6804047,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Хмельницький,"вул. Шевченка, 34","Хмельницький, вул. Шевченка, 34",Khmelnytskyi,Хмельницький,UA6804047001,Khmelnytska,Хмельницька,UA6804047,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Хмельницький,"шосе Старокостянтинівське, 6","Хмельницький, шосе Старокостянтинівське, 6",Khmelnytskyi,Хмельницький,UA6804047001,Khmelnytska,Хмельницька,UA6804047,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Черкаси,"бул. Шевченка, 207","Черкаси, бул. Шевченка, 207",Cherkasy,Черкаси,UA7108049001,Cherkaska,Черкаська,UA7108049,Cherkaskyi,Черкаський,UA7108,Cherkaska,Черкаська,UA71
Черкаси,"бул. Шевченка, 208/1","Черкаси, бул. Шевченка, 208/1",Cherkasy,Черкаси,UA7108049001,Cherkaska,Черкаська,UA7108049,Cherkaskyi,Черкаський,UA7108,Cherkaska,Черкаська,UA71
Чернівці,"вул. Героїв Майдану, 71","Чернівці, вул. Героїв Майдану, 71",Chernivtsi,Чернівці,UA7306061001,Chernivetska,Чернівецька,UA7306061,Cnernivetskyi,Чернівецький,UA7306,Chernivetska,Чернівецька,UA73
Чернівці,"вул. Головна, 265а","Чернівці, вул. Головна, 265а",Chernivtsi,Чернівці,UA7306061001,Chernivetska,Чернівецька,UA7306061,Cnernivetskyi,Чернівецький,UA7306,Chernivetska,Чернівецька,UA73
Щасливе,"шосе Харківське, 1В","Щасливе, шосе Харківське, 1В",Shchaslyve,Щасливе,UA3204013001,Prystolychna,Пристолична,UA3204013,Boryspilskyi,Бориспільський,UA3204,Kyivska,Київська,UA32
Южне,"просп. Григор’ївського Десанту, 3","Южне, просп. Григор’ївського Десанту, 3",Yuzhne,Южне,UA5110041001,Yuzhnenska,Южненська,UA5110041,Odeskyi,Одеський,UA5110,Odeska,Одеська,UA51
